,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close
199,SEF,                                        8.17,                                        0.15,                                        1.87,                                        8.02,                                        8.17,                                        8.01,"                                        1,200.00",                                        8.02
200,SFCL,                                        261.90,                                        -0.10,                                        -0.04,                                        257.00,                                        263.00,                                        257.00,"                                        6,159.00",                                        262.00
201,SFMF,                                        8.90,                                        -0.22,                                        -2.41,                                        8.95,                                        9.08,                                        8.90,"                                        46,355.00",                                        9.12
202,SGHC,                                        251.70,                                        -1.20,                                        -0.47,                                        250.00,                                        256.00,                                        246.00,"                                        8,007.00",                                        252.90
203,SHEL,                                        234.00,                                        4.00,                                        1.74,                                        228.00,                                        234.00,                                        226.00,"                                        1,690.00",                                        230.00
204,SHINE,                                        326.00,                                        -4.00,                                        -1.21,                                        330.00,                                        332.00,                                        326.00,"                                        35,916.00",                                        330.00
205,SHIVM,                                        551.80,                                        -28.20,                                        -4.86,                                        586.00,                                        586.00,                                        550.00,"                                        245,607.00",                                        580.00
206,SHL,                                        216.00,                                        -0.70,                                        -0.32,                                        218.00,                                        219.00,                                        216.00,"                                        13,400.00",                                        216.70
207,SHPC,                                        275.00,                                        -1.30,                                        -0.47,                                        276.00,                                        279.00,                                        273.20,"                                        21,460.00",                                        276.30
208,SICL,                                        777.00,                                        -3.00,                                        -0.38,                                        795.00,                                        795.00,                                        770.00,"                                        4,920.00",                                        780.00
209,SIFC,                                        301.00,                                        -7.90,                                        -2.56,                                        303.10,                                        306.00,                                        299.00,"                                        5,115.00",                                        308.90
210,SIGS2,                                        8.06,                                        0.14,                                        1.77,                                        8.06,                                        8.06,                                        8.06,"                                        8,000.00",                                        7.92
211,SIKLES,                                        365.00,                                        0.00,                                        0.00,                                        360.10,                                        372.30,                                        359.00,"                                        12,303.00",                                        365.00
212,SIL,                                        498.70,                                        -0.30,                                        -0.06,                                        508.90,                                        508.90,                                        493.00,                                        782.00,                                        499.00
213,SINDU,                                        257.70,                                        -4.30,                                        -1.64,                                        257.00,                                        265.00,                                        253.10,"                                        2,488.00",                                        262.00
214,SJCL,                                        222.40,                                        -2.60,                                        -1.16,                                        221.00,                                        224.00,                                        221.00,"                                        1,490.00",                                        225.00
215,SKBBL,"                                        1,132.00",                                        4.70,                                        0.42,"                                        1,149.80","                                        1,149.80","                                        1,127.00","                                        10,494.00","                                        1,127.30"
216,SLBBL,                                        826.00,                                        -17.00,                                        -2.02,                                        830.10,                                        835.00,                                        826.00,"                                        2,421.00",                                        843.00
217,SLBSL,"                                        1,200.00",                                        9.80,                                        0.82,"                                        1,200.00","                                        1,200.00","                                        1,170.00",                                        315.00,"                                        1,190.20"
218,SLCF,                                        7.29,                                        0.18,                                        2.53,                                        7.15,                                        7.29,                                        7.15,"                                        20,059.00",                                        7.11
219,SMATA,                                        731.00,                                        8.00,                                        1.11,                                        718.20,                                        731.30,                                        717.00,                                        383.00,                                        723.00
220,SMFBS,"                                        1,375.00",                                        -44.00,                                        -3.10,"                                        1,390.70","                                        1,390.70","                                        1,370.00",                                        186.00,"                                        1,419.00"
221,SNMAPO,                                        151.00,                                        0.00,                                        0.00,                                        151.00,                                        151.00,                                        151.00,"                                        5,100,000.00",                                        151.00
222,SPC,                                        393.00,                                        -7.00,                                        -1.75,                                        392.00,                                        405.00,                                        392.00,"                                        1,870.00",                                        400.00
223,SPDL,                                        264.10,                                        -0.90,                                        -0.34,                                        265.00,                                        267.00,                                        263.00,"                                        11,428.00",                                        265.00
224,SPHL,                                        359.00,                                        3.00,                                        0.84,                                        350.60,                                        359.10,                                        350.60,"                                        3,060.00",                                        356.00
225,SRBL,                                        190.00,                                        -1.20,                                        -0.63,                                        191.20,                                        191.20,                                        190.00,"                                        15,611.00",                                        191.20
226,SSHL,                                        178.00,                                        -1.50,                                        -0.84,                                        177.00,                                        179.70,                                        176.20,"                                        6,339.00",                                        179.50
227,STC,"                                        3,640.00",                                        -40.00,                                        -1.09,"                                        3,650.00","                                        3,650.00","                                        3,611.20",                                        643.00,"                                        3,680.00"
228,SWBBL,"                                        1,204.00",                                        5.00,                                        0.42,"                                        1,190.00","                                        1,213.00","                                        1,190.00","                                        1,734.00","                                        1,199.00"
229,SWMF,                                        709.00,                                        3.00,                                        0.42,                                        694.10,                                        709.00,                                        694.00,"                                        1,041.00",                                        706.00
230,TPC,                                        329.00,                                        -6.90,                                        -2.05,                                        340.00,                                        340.00,                                        324.50,                                        108.00,                                        335.90
231,TRH,                                        344.00,                                        1.00,                                        0.29,                                        341.00,                                        345.10,                                        341.00,"                                        3,571.00",                                        343.00
232,UHEWA,                                        367.90,                                        9.00,                                        2.51,                                        352.20,                                        369.00,                                        347.00,"                                        9,933.00",                                        358.90
233,UIC,                                        345.10,                                        -4.90,                                        -1.40,                                        343.20,                                        349.80,                                        343.00,"                                        1,875.00",                                        350.00
234,ULBSL,"                                        3,489.00",                                        39.00,                                        1.13,"                                        3,490.00","                                        3,490.00","                                        3,455.10",                                        370.00,"                                        3,450.00"
235,UMHL,                                        229.50,                                        -1.10,                                        -0.48,                                        235.20,                                        235.20,                                        226.00,"                                        20,908.00",                                        230.60
236,UMRH,                                        412.00,                                        -6.50,                                        -1.55,                                        410.20,                                        418.40,                                        402.00,"                                        6,550.00",                                        418.50
237,UNHPL,                                        190.00,                                        -3.40,                                        -1.76,                                        190.00,                                        193.90,                                        189.60,"                                        14,198.00",                                        193.40
238,UNL,"                                        18,360.10",                                        -239.90,                                        -1.29,"                                        18,500.00","                                        18,500.00","                                        18,360.10",                                        80.00,"                                        18,600.00"
239,UPCL,                                        216.00,                                        0.00,                                        0.00,                                        212.20,                                        219.00,                                        212.20,"                                        28,985.00",                                        216.00
240,UPPER,                                        372.00,                                        -4.00,                                        -1.06,                                        371.00,                                        376.00,                                        370.50,"                                        13,102.00",                                        376.00
241,USHEC,                                        249.00,                                        2.60,                                        1.06,                                        242.10,                                        249.90,                                        242.10,"                                        5,675.00",                                        246.40
242,USLB,                                        900.00,                                        16.00,                                        1.81,                                        901.00,                                        901.00,                                        890.00,                                        392.00,                                        884.00
243,VLBS,                                        835.00,                                        15.00,                                        1.83,                                        815.00,                                        836.00,                                        815.00,"                                        1,024.00",                                        820.00
244,WNLB,                                        900.00,                                        0.00,                                        0.00,                                        900.00,                                        900.00,                                        900.00,                                        30.00,                                        900.00
